10,716
20,714
30,715
40,714
50,714
60,715
70,714
80,715
90,715
100,718
110,718
120,717
130,718
140,717
150,717
160,717
170,720
180,726
190,724
200,723
210,725
220,726
230,724
240,725
250,725
260,724
270,725
280,725
290,728
300,728
310,731
320,730
330,731
340,730
350,730
360,729
370,730
380,733
390,734
400,736
410,738
420,738
430,738
440,738
450,738
460,736
470,736
480,737
490,736
500,739
510,739
520,740
530,739
540,741
550,740
560,740
570,739
580,741
590,744
600,743
610,746
620,747
630,749
640,748
650,749
660,749
670,748
680,747
690,747
700,747
710,749
720,748
730,748
740,750
750,750
760,749
770,750
780,748
790,750
800,750
810,752
820,752
830,754
840,756
850,757
860,757
870,756
880,752
890,757
900,754
910,754
920,755
930,756
940,756
950,757
960,757
970,759
980,758
990,755
1000,757
1010,757
1020,759
1030,761
1040,761
1050,765
1060,764
1070,764
1080,763
1090,763
1100,763
1110,762
1120,762
1130,763
1140,763
1150,764
1160,765
1170,765
1180,766
1190,766
1200,764
1210,764
1220,764
1230,766
1240,766
1250,768
1260,773
1270,769
1280,771
1290,773
1300,769
1310,771
1320,772
1330,771
1340,771
1350,771
1360,770
1370,770
1380,770
1390,772
1400,773
1410,773
1420,773
1430,773
1440,774
1450,772
1460,772
1470,773
1480,774
1490,776
1500,776
1510,778
1520,779
1530,780
1540,778
1550,778
1560,778
1570,776
1580,777
1590,777
1600,780
1610,779
1620,780
1630,780
1640,779
1650,781
1660,780
1670,780
1680,779
1690,780
1700,781
1710,783
1720,786
1730,783
1740,787
1750,785
1760,785
1770,784
1780,783
1790,784
1800,783
1810,784
1820,784
1830,785
1840,786
1850,786
1860,785
1870,785
1880,785
1890,785
1900,785
1910,785
1920,786
1930,787
1940,790
1950,791
1960,791
1970,791
1980,791
1990,790
2000,788
2010,788
2020,789
2030,789
2040,789
2050,789
2060,789
2070,790
2080,789
2090,790
2100,790
2110,789
2120,789
2130,792
2140,792
2150,793
2160,795
2170,796
2180,795
2190,794
2200,794
2210,793
2220,792
2230,793
2240,793
2250,793
2260,790
2270,795
2280,795
2290,796
2300,795
2310,795
2320,794
2330,794
2340,792
2350,794
2360,796
2370,799
2380,798
2390,799
2400,800
2410,798
2420,798
2430,797
2440,797
2450,797
2460,797
2470,795
2480,798
2490,798
2500,799
2510,799
2520,799
2530,798
2540,796
2550,797
2560,797
2570,798
2580,799
2590,803
2600,802
2610,801
2620,803
2630,802
2640,801
2650,800
2660,798
2670,798
2680,799
2690,798
2700,798
2710,801
2720,801
2730,801
2740,800
2750,800
2760,798
2770,798
2780,800
2790,793
2800,803
2810,803
2820,803
2830,803
2840,804
2850,803
2860,803
2870,801
2880,801
2890,800
2900,801
2910,800
2920,801
2930,801
2940,802
2950,801
2960,801
2970,800
2980,800
2990,799
3000,802
3010,801
3020,804
3030,805
3040,805
3050,804
3060,806
3070,804
3080,803
3090,803
3100,802
3110,802
3120,804
3130,805
3140,803
3150,805
3160,807
3170,805
3180,804
3190,806
3200,805
3210,805
3220,808
3230,811
3240,810
3250,809
3260,809
3270,808
3280,809
3290,807
3300,808
3310,808
3320,808
3330,807
3340,809
3350,810
3360,810
3370,809
3380,808
3390,807
3400,807
3410,809
3420,808
3430,811
3440,815
3450,812
3460,811
3470,811
3480,810
3490,809
3500,809
3510,809
3520,810
3530,810
3540,811
3550,811
3560,811
3570,809
3580,808
3590,807
3600,806
3610,809
3620,810
3630,813
3640,813
3650,813
3660,814
3670,812
3680,813
3690,811
3700,812
3710,811
3720,812
3730,811
3740,812
3750,813
3760,811
3770,812
3780,810
3790,811
3800,811
3810,812
3820,815
3830,814
3840,816
3850,815
3860,814
3870,813
3880,813
3890,812
3900,812
3910,812
3920,814
3930,812
3940,814
3950,814
3960,813
3970,812
3980,811
3990,811
4000,813
4010,814
4020,815
4030,817
4040,817
4050,817
4060,817
4070,815
4080,814
4090,815
4100,814
4110,816
4120,816
4130,816
4140,817
4150,817
4160,814
4170,814
4180,813
4190,814
4200,814
4210,817
4220,817
4230,819
4240,817
4250,818
4260,817
4270,816
4280,815
4290,815
4300,815
4310,815
4320,816
4330,817
4340,816
4350,817
4360,817
4370,815
4380,816
4390,816
4400,818
4410,818
4420,820
4430,820
4440,820
4450,818
4460,816
4470,817
4480,815
4490,820
4500,816
4510,817
4520,817
4530,818
4540,817
4550,818
4560,816
4570,814
4580,812
4590,815
4600,818
4610,821
4620,820
4630,819
4640,820
4650,819
4660,819
4670,818
4680,816
4690,818
4700,817
4710,818
4720,818
4730,818
4740,819
4750,816
4760,817
4770,815
4780,816
4790,818
4800,819
4810,818
4820,820
4830,819
4840,819
4850,820
4860,820
4870,819
4880,818
4890,819
4900,817
4910,818
4920,818
4930,819
4940,819
4950,817
4960,817
4970,817
4980,818
4990,818
5000,820
